1 1 3 0.0 3.41106 0 -49.88
2 2 3 0.0 3.11616 1.3874 -49.88
3 3 3 0.0 2.75961 2.00497 -48.6494
4 4 3 0.0 1.70553 2.95406 -48.6494
5 5 3 0.0 1.05408 3.24411 -49.88
6 6 3 0.0 -0.356553 3.39237 -49.88
7 7 3 0.0 -1.05408 3.24411 -48.6494
8 8 3 0.0 -2.28244 2.53491 -48.6494
9 9 3 0.0 -2.75961 2.00497 -49.88
10 10 3 0.0 -3.33652 0.709199 -49.88
11 11 3 0.0 -3.41106 1.93255e-15 -48.6494
12 12 3 0.0 -3.11616 -1.3874 -48.6494
13 13 3 0.0 -2.75961 -2.00497 -49.88
14 14 3 0.0 -1.70553 -2.95406 -49.88
15 15 3 0.0 -1.05408 -3.24411 -48.6494
16 16 3 0.0 0.356553 -3.39237 -48.6494
17 17 3 0.0 1.05408 -3.24411 -49.88
18 18 3 0.0 2.28244 -2.53491 -49.88
19 19 3 0.0 2.75961 -2.00497 -48.6494
20 20 3 0.0 3.33652 -0.709199 -48.6494
21 21 3 0.0 3.41106 0 -47.4188
22 22 3 0.0 3.11616 1.3874 -47.4188
23 23 3 0.0 2.75961 2.00497 -46.1881
24 24 3 0.0 1.70553 2.95406 -46.1881
25 25 3 0.0 1.05408 3.24411 -47.4188
26 26 3 0.0 -0.356553 3.39237 -47.4188
27 27 3 0.0 -1.05408 3.24411 -46.1881
28 28 3 0.0 -2.28244 2.53491 -46.1881
29 29 3 0.0 -2.75961 2.00497 -47.4188
30 30 3 0.0 -3.33652 0.709199 -47.4188
31 31 3 0.0 -3.41106 1.93255e-15 -46.1881
32 32 3 0.0 -3.11616 -1.3874 -46.1881
33 33 3 0.0 -2.75961 -2.00497 -47.4188
34 34 3 0.0 -1.70553 -2.95406 -47.4188
35 35 3 0.0 -1.05408 -3.24411 -46.1881
36 36 3 0.0 0.356553 -3.39237 -46.1881
37 37 3 0.0 1.05408 -3.24411 -47.4188
38 38 3 0.0 2.28244 -2.53491 -47.4188
39 39 3 0.0 2.75961 -2.00497 -46.1881
40 40 3 0.0 3.33652 -0.709199 -46.1881
41 41 3 0.0 3.41106 0 -44.9575
42 42 3 0.0 3.11616 1.3874 -44.9575
43 43 3 0.0 2.75961 2.00497 -43.7269
44 44 3 0.0 1.70553 2.95406 -43.7269
45 45 3 0.0 1.05408 3.24411 -44.9575
46 46 3 0.0 -0.356553 3.39237 -44.9575
47 47 3 0.0 -1.05408 3.24411 -43.7269
48 48 3 0.0 -2.28244 2.53491 -43.7269
49 49 3 0.0 -2.75961 2.00497 -44.9575
50 50 3 0.0 -3.33652 0.709199 -44.9575
51 51 3 0.0 -3.41106 1.93255e-15 -43.7269
52 52 3 0.0 -3.11616 -1.3874 -43.7269
53 53 3 0.0 -2.75961 -2.00497 -44.9575
54 54 3 0.0 -1.70553 -2.95406 -44.9575
55 55 3 0.0 -1.05408 -3.24411 -43.7269
56 56 3 0.0 0.356553 -3.39237 -43.7269
57 57 3 0.0 1.05408 -3.24411 -44.9575
58 58 3 0.0 2.28244 -2.53491 -44.9575
59 59 3 0.0 2.75961 -2.00497 -43.7269
60 60 3 0.0 3.33652 -0.709199 -43.7269
61 61 3 0.0 3.41106 0 -42.4963
62 62 3 0.0 3.11616 1.3874 -42.4963
63 63 3 0.0 2.75961 2.00497 -41.2656
64 64 3 0.0 1.70553 2.95406 -41.2656
65 65 3 0.0 1.05408 3.24411 -42.4963
66 66 3 0.0 -0.356553 3.39237 -42.4963
67 67 3 0.0 -1.05408 3.24411 -41.2656
68 68 3 0.0 -2.28244 2.53491 -41.2656
69 69 3 0.0 -2.75961 2.00497 -42.4963
70 70 3 0.0 -3.33652 0.709199 -42.4963
71 71 3 0.0 -3.41106 1.93255e-15 -41.2656
72 72 3 0.0 -3.11616 -1.3874 -41.2656
73 73 3 0.0 -2.75961 -2.00497 -42.4963
74 74 3 0.0 -1.70553 -2.95406 -42.4963
75 75 3 0.0 -1.05408 -3.24411 -41.2656
76 76 3 0.0 0.356553 -3.39237 -41.2656
77 77 3 0.0 1.05408 -3.24411 -42.4963
78 78 3 0.0 2.28244 -2.53491 -42.4963
79 79 3 0.0 2.75961 -2.00497 -41.2656
80 80 3 0.0 3.33652 -0.709199 -41.2656
81 81 3 0.0 3.41106 0 -40.035
82 82 3 0.0 3.11616 1.3874 -40.035
83 83 3 0.0 2.75961 2.00497 -38.8044
84 84 3 0.0 1.70553 2.95406 -38.8044
85 85 3 0.0 1.05408 3.24411 -40.035
86 86 3 0.0 -0.356553 3.39237 -40.035
87 87 3 0.0 -1.05408 3.24411 -38.8044
88 88 3 0.0 -2.28244 2.53491 -38.8044
89 89 3 0.0 -2.75961 2.00497 -40.035
90 90 3 0.0 -3.33652 0.709199 -40.035
91 91 3 0.0 -3.41106 1.93255e-15 -38.8044
92 92 3 0.0 -3.11616 -1.3874 -38.8044
93 93 3 0.0 -2.75961 -2.00497 -40.035
94 94 3 0.0 -1.70553 -2.95406 -40.035
95 95 3 0.0 -1.05408 -3.24411 -38.8044
96 96 3 0.0 0.356553 -3.39237 -38.8044
97 97 3 0.0 1.05408 -3.24411 -40.035
98 98 3 0.0 2.28244 -2.53491 -40.035
99 99 3 0.0 2.75961 -2.00497 -38.8044
100 100 3 0.0 3.33652 -0.709199 -38.8044
101 101 3 0.0 3.41106 0 -37.5738
102 102 3 0.0 3.11616 1.3874 -37.5738
103 103 3 0.0 2.75961 2.00497 -36.3432
104 104 3 0.0 1.70553 2.95406 -36.3432
105 105 3 0.0 1.05408 3.24411 -37.5738
106 106 3 0.0 -0.356553 3.39237 -37.5738
107 107 3 0.0 -1.05408 3.24411 -36.3432
108 108 3 0.0 -2.28244 2.53491 -36.3432
109 109 3 0.0 -2.75961 2.00497 -37.5738
110 110 3 0.0 -3.33652 0.709199 -37.5738
111 111 3 0.0 -3.41106 1.93255e-15 -36.3432
112 112 3 0.0 -3.11616 -1.3874 -36.3432
113 113 3 0.0 -2.75961 -2.00497 -37.5738
114 114 3 0.0 -1.70553 -2.95406 -37.5738
115 115 3 0.0 -1.05408 -3.24411 -36.3432
116 116 3 0.0 0.356553 -3.39237 -36.3432
117 117 3 0.0 1.05408 -3.24411 -37.5738
118 118 3 0.0 2.28244 -2.53491 -37.5738
119 119 3 0.0 2.75961 -2.00497 -36.3432
120 120 3 0.0 3.33652 -0.709199 -36.3432
121 121 3 0.0 3.41106 0 -35.1125
122 122 3 0.0 3.11616 1.3874 -35.1125
123 123 3 0.0 2.75961 2.00497 -33.8819
124 124 3 0.0 1.70553 2.95406 -33.8819
125 125 3 0.0 1.05408 3.24411 -35.1125
126 126 3 0.0 -0.356553 3.39237 -35.1125
127 127 3 0.0 -1.05408 3.24411 -33.8819
128 128 3 0.0 -2.28244 2.53491 -33.8819
129 129 3 0.0 -2.75961 2.00497 -35.1125
130 130 3 0.0 -3.33652 0.709199 -35.1125
131 131 3 0.0 -3.41106 1.93255e-15 -33.8819
132 132 3 0.0 -3.11616 -1.3874 -33.8819
133 133 3 0.0 -2.75961 -2.00497 -35.1125
134 134 3 0.0 -1.70553 -2.95406 -35.1125
135 135 3 0.0 -1.05408 -3.24411 -33.8819
136 136 3 0.0 0.356553 -3.39237 -33.8819
137 137 3 0.0 1.05408 -3.24411 -35.1125
138 138 3 0.0 2.28244 -2.53491 -35.1125
